Game,Champion_1,Champion_2,Champion_3,Champion_4,Champion_5,Champion_6,Champion_7,Champion_8,Champion_9,Champion_10
1001610035,17.4k,18.5k,15.9k,12.0k,9.1k,13.3k,12.2k,10.6k,6.3k,5.1k
1001610037,25.2k,20.5k,10.3k,11.8k,18.5k,18.3k,20.7k,14.2k,9.7k,16.1k
1001610038,29.5k,55.6k,34.1k,42.4k,38.5k,56.6k,45.6k,22.0k,34.0k,27.1k
1001610054,24.2k,49.3k,28.0k,25.1k,11.1k,27.3k,28.8k,24.6k,16.6k,21.9k
1001610068,16.4k,25.7k,12.7k,11.9k,13.3k,12.2k,25.1k,12.0k,10.6k,16.6k
1001610078,24.6k,23.2k,6.2k,12.1k,17.5k,15.6k,25.6k,11.3k,8.8k,16.0k
1001610087,38.3k,56.4k,44.4k,38.9k,62.0k,37.2k,58.8k,16.2k,13.6k,40.6k
1001610108,22.0k,22.9k,14.7k,11.7k,12.3k,19.3k,27.3k,18.7k,8.7k,13.6k
1001610121,20.2k,20.1k,18.9k,17.3k,22.5k,14.5k,25.9k,23.7k,14.6k,21.2k
1001610138,23.6k,22.5k,7.9k,7.2k,16.2k,11.2k,25.5k,12.7k,11.2k,8.9k
1001610149,48.9k,61.4k,30.8k,24.9k,38.8k,35.8k,67.8k,25.2k,25.8k,21.2k
1001610160,28.0k,37.2k,17.0k,28.2k,17.0k,20.3k,43.2k,22.0k,18.5k,26.9k
1001620021,25.7k,26.8k,19.2k,18.5k,15.5k,18.8k,17.9k,13.6k,10.0k,16.6k
1001620032,30.4k,21.1k,12.6k,13.1k,13.0k,34.5k,24.7k,8.7k,13.6k,21.1k
1001620033,11.7k,20.7k,10.9k,8.7k,12.1k,12.5k,16.8k,6.0k,9.4k,14.7k
1001620041,28.0k,29.4k,14.9k,18.4k,22.5k,30.1k,26.4k,15.6k,16.5k,17.5k
1001620049,23.3k,24.7k,15.0k,20.9k,20.4k,39.4k,25.9k,19.7k,13.9k,16.4k
1001620050,21.7k,23.4k,15.9k,13.9k,13.8k,22.7k,26.0k,17.5k,9.4k,13.8k
1001620051,28.9k,32.4k,27.3k,20.2k,21.1k,32.5k,32.8k,26.0k,17.6k,15.9k
1001650049,17.7k,36.2k,19.5k,23.1k,20.7k,18.7k,32.3k,11.9k,16.1k,16.6k
1001650060,18.3k,30.7k,19.2k,14.3k,9.6k,34.2k,32.2k,18.5k,15.8k,23.3k
1001650071,17.3k,21.0k,15.5k,16.2k,19.6k,19.8k,24.5k,15.1k,9.9k,12.2k
1001650079,13.9k,16.3k,10.0k,10.2k,3.1k,12.7k,17.5k,14.6k,5.8k,4.5k
1001650086,30.3k,41.6k,25.2k,26.3k,25.8k,44.2k,30.5k,25.5k,16.9k,16.8k
1001650088,24.5k,26.7k,22.5k,16.0k,16.8k,23.1k,27.5k,27.9k,10.8k,11.0k
1001650093,19.7k,28.9k,12.8k,19.4k,17.6k,22.7k,29.4k,21.4k,16.2k,14.2k
1001660005,24.4k,30.6k,19.1k,21.4k,26.7k,16.8k,34.2k,19.3k,20.4k,33.9k
1001660023,7.3k,22.6k,7.9k,8.6k,6.7k,15.7k,15.8k,11.2k,7.9k,8.7k
1001660032,15.5k,29.2k,9.1k,14.3k,9.5k,17.7k,23.2k,15.4k,14.1k,17.9k
1001660038,29.6k,30.5k,14.3k,12.2k,11.3k,25.2k,20.0k,13.4k,11.6k,8.9k
1001660039,19.7k,18.2k,9.5k,8.0k,7.0k,28.3k,32.9k,16.5k,21.2k,7.2k
1001660044,15.0k,25.8k,9.6k,9.3k,10.1k,28.8k,17.9k,10.2k,14.2k,10.8k
1001660070,26.0k,25.7k,33.7k,15.6k,16.0k,29.8k,36.1k,15.5k,15.9k,20.5k
1001660076,43.0k,32.5k,28.3k,19.2k,29.2k,30.8k,31.9k,17.8k,17.9k,25.8k
1001660086,10.8k,17.7k,12.3k,9.0k,5.2k,14.2k,25.4k,8.3k,8.3k,8.2k
1001660095,19.6k,26.6k,27.7k,11.2k,13.8k,25.2k,24.1k,16.0k,15.0k,15.2k
1001660107,26.6k,24.4k,16.6k,9.8k,6.7k,27.4k,19.2k,11.0k,16.7k,20.6k
1001660113,20.2k,22.3k,16.7k,12.1k,15.7k,14.2k,16.8k,11.7k,8.1k,12.2k
1001660115,17.5k,31.0k,15.9k,13.5k,18.3k,28.9k,20.5k,20.3k,15.5k,16.5k
1001660126,36.2k,23.9k,27.6k,14.4k,15.8k,20.1k,25.8k,10.9k,13.1k,10.7k
1001660137,18.0k,12.8k,9.6k,8.1k,10.7k,22.5k,17.8k,11.9k,5.5k,6.5k
1001660139,32.0k,33.9k,21.0k,15.3k,19.8k,19.3k,33.5k,41.9k,14.4k,17.3k
1001660161,32.7k,23.6k,24.6k,11.1k,18.6k,35.0k,18.8k,16.2k,12.2k,11.1k
1001660162,29.0k,30.7k,38.8k,18.9k,21.3k,41.0k,42.3k,38.5k,17.8k,18.9k
